날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2023-03-31,156,16.3,8.4,25.2
2023-04-01,156,16.9,8.6,26.9
2023-04-02,156,17.5,9.6,25.3
2023-04-03,156,17.9,10.4,25.9
2023-04-04,156,15.9,12.7,20.1
2023-04-05,156,13.6,9.3,16.6
2023-04-06,156,9.6,7.8,11.6
2023-04-07,156,8.8,5,14.6
2023-04-08,156,9.2,2.8,16.1
2023-04-09,156,11,3.7,19.2
2023-04-10,156,13.5,5,22.1
2023-04-11,156,16,12.4,21.4
2023-04-12,156,13.2,7.7,19.4
2023-04-13,156,15.1,5.5,24.9
2023-04-14,156,14,10,18.7
2023-04-15,156,14.3,9.7,20.1
2023-04-16,156,12,9.1,19.1
2023-04-17,156,14.7,6.6,23.3
2023-04-18,156,18.2,16,20.3
2023-04-19,156,19.9,17.1,24.3
2023-04-20,156,20.6,15.5,28.4
2023-04-21,156,18.1,13.9,25.5
2023-04-22,156,17.5,13.9,23.9
2023-04-23,156,16,11.7,20.8
2023-04-24,156,15.3,12.9,18.3
2023-04-25,156,10.9,8.6,13
2023-04-26,156,10.2,5.9,16.4
2023-04-27,156,14,3.9,24.2
2023-04-28,156,16.8,8.9,23.1
2023-04-29,156,15,10,18.6
2023-04-30,156,14.3,7.9,21.6
2023-05-01,156,16.4,10.3,22.7
2023-05-02,156,18.2,10.3,27.1
2023-05-03,156,17.9,13.5,22.1
2023-05-04,156,18.1,17,19.5
2023-05-05,156,19.9,18.1,22
2023-05-06,156,17.2,15.2,20.5
2023-05-07,156,12.2,9.5,15.3
2023-05-08,156,15.4,7.4,23.1
2023-05-09,156,17,8.7,25.3
2023-05-10,156,18.8,11.2,26.7
2023-05-11,156,19.6,12.6,27.8
2023-05-12,156,18.6,14.5,24.3
2023-05-13,156,18.7,14.8,24.6
2023-05-14,156,19.3,12.3,26.6
2023-05-15,156,20.9,13.2,28.5
2023-05-16,156,23.2,16.3,32
2023-05-17,156,23.4,16.6,30.3
2023-05-18,156,18.2,16.5,22
2023-05-19,156,20.4,15.1,25.3
2023-05-20,156,20.6,16.4,27.8
2023-05-21,156,18.7,16.1,24.1
2023-05-22,156,17,14.5,21.3
2023-05-23,156,19,12.8,26.7
2023-05-24,156,20,14,25.5
2023-05-25,156,21.2,16.8,27
2023-05-26,156,21.4,17.4,25.9
2023-05-27,156,22.7,21,27.8
2023-05-28,156,22.7,20.2,26.8
2023-05-29,156,21.2,20.8,22.2
2023-05-30,156,21.4,20.1,23.9
2023-05-31,156,22.9,18.4,28.9
2023-06-01,156,19,17.5,21.1
2023-06-02,156,22.2,18.1,27.9
2023-06-03,156,22,16,28.2
2023-06-04,156,22.4,17.1,28
2023-06-05,156,21.2,18.9,25.2
2023-06-06,156,21.6,17.6,28.4
2023-06-07,156,21.7,16.4,28.6
2023-06-08,156,22.5,18.1,29
2023-06-09,156,24.2,19.2,30.5
2023-06-10,156,24.1,20.8,30.9
2023-06-11,156,24.5,21.4,30.7
2023-06-12,156,23.8,19.9,30.8
2023-06-13,156,23.4,18.7,29.3
2023-06-14,156,22.8,18.2,29.1
2023-06-15,156,22.8,17.6,29.3
2023-06-16,156,24.3,17.5,32.4
2023-06-17,156,24.8,19.7,31.3
2023-06-18,156,25.8,21,33.5
2023-06-19,156,26.6,20.2,34
2023-06-20,156,24.3,20.9,30.2
2023-06-21,156,22.2,20.7,23.4
2023-06-22,156,22.8,20.2,27.5
2023-06-23,156,25,19,32.1
2023-06-24,156,25.6,21.4,31.9
2023-06-25,156,22.7,20.5,28
2023-06-26,156,24,21.2,26
2023-06-27,156,25,20.7,30.2
2023-06-28,156,22.7,19.6,25.3
2023-06-29,156,24.6,23.3,26.3
2023-06-30,156,24.1,22.8,25.9
2023-07-01,156,25.3,22.7,31.2
2023-07-02,156,26.8,22.5,31.5
2023-07-03,156,27.1,24.4,31.7
2023-07-04,156,24.7,23.5,25.9
2023-07-05,156,25.6,22.7,30
2023-07-06,156,26.3,21.3,33.4
2023-07-07,156,23.7,21.7,24.9
2023-07-08,156,26.5,24.1,30.6
2023-07-09,156,27.2,25.4,31
2023-07-10,156,27.4,22.5,32.3
2023-07-11,156,24.8,22.2,27.5
2023-07-12,156,25.8,23.6,28.8
2023-07-13,156,26.1,24.8,27.7
2023-07-14,156,25.4,24.3,26.4
2023-07-15,156,24.7,22.2,26.6
2023-07-16,156,24.2,22.1,29.1
2023-07-17,156,25,22.8,32
2023-07-18,156,24.5,23.3,26.5
2023-07-19,156,26.2,23.5,30.8
2023-07-20,156,26.9,23.6,31.8
2023-07-21,156,27.1,23.3,33
2023-07-22,156,24.5,21.7,26.6
2023-07-23,156,25.9,24.7,28.9
2023-07-24,156,25.2,21.6,29
2023-07-25,156,27.1,24.3,30.8
2023-07-26,156,27.4,24.6,32.7
2023-07-27,156,28.2,23.8,34
2023-07-28,156,28,24.7,32.4
2023-07-29,156,29.6,24.5,34.7
2023-07-30,156,28.5,25,33.4
2023-07-31,156,28.6,24,34.3
2023-08-01,156,29.9,25.2,35.1
2023-08-02,156,29.3,25.9,34.9
2023-08-03,156,29.4,25.5,34.1
2023-08-04,156,29.6,25,34.4
2023-08-05,156,30.2,25.4,35.7
2023-08-06,156,29.9,26.3,35.6
2023-08-07,156,29.1,25.6,35.4
2023-08-08,156,28.8,24.9,35.5
2023-08-09,156,26.2,24.3,29
2023-08-10,156,23.3,22.2,25.1
2023-08-11,156,26.8,23,31.6
2023-08-12,156,26.6,22.8,30.2
2023-08-13,156,27.7,23.5,31.8
2023-08-14,156,28.5,25,33.6
2023-08-15,156,28.1,24.4,32.5
2023-08-16,156,27.7,24.5,32.7
2023-08-17,156,27.5,23.9,32.8
2023-08-18,156,27.3,24.2,33.5
2023-08-19,156,28.3,24.5,32.7
2023-08-20,156,28.6,24.8,34.1
2023-08-21,156,28.8,25.3,33
2023-08-22,156,28.4,26.2,32.5
2023-08-23,156,25.4,23.2,29.9
2023-08-24,156,25.2,23.7,28.9
2023-08-25,156,26.2,23.1,31.2
2023-08-26,156,26,20.7,32.3
2023-08-27,156,27,22.6,32.2
2023-08-28,156,26.9,24.3,30.3
2023-08-29,156,25.5,23.1,28.9
2023-08-30,156,21.9,19.8,23.6
2023-08-31,156,23.6,19.9,28.9
2023-09-01,156,24.6,20.3,30.1
2023-09-02,156,24.3,22,27.2
2023-09-03,156,27.1,23.1,31.1
2023-09-04,156,26.6,23.3,32.8
2023-09-05,156,27,22.8,32.2
2023-09-06,156,27,22.4,32.6
2023-09-07,156,25.7,21.6,30.6
2023-09-08,156,24.7,19.3,29.9
2023-09-09,156,25.1,19.8,30.7
2023-09-10,156,25.3,21.8,30.7
2023-09-11,156,25.4,20.9,30.6
2023-09-12,156,25.1,21.5,29.2
2023-09-13,156,22.5,20.1,25.4
2023-09-14,156,22.2,20.2,26
2023-09-15,156,23.9,21.5,27.7
2023-09-16,156,23.7,22.7,27.1
2023-09-17,156,24.7,22.2,28.7
2023-09-18,156,25.3,22.1,30.4
2023-09-19,156,24.5,21.2,28.6
2023-09-20,156,23.6,21.3,25.5
2023-09-21,156,21.3,19.6,25
2023-09-22,156,20.9,16.9,26.5
2023-09-23,156,20.5,16.3,25.4
2023-09-24,156,21.5,16.7,27.9
2023-09-25,156,22.6,18.9,26.7
2023-09-26,156,23.2,21.4,25.6
2023-09-27,156,22.5,20.9,25.5
2023-09-28,156,22.9,20.1,27.5
2023-09-29,156,21.7,16.5,27.1
2023-09-30,156,19.2,15.1,23.6
2023-10-01,156,19.6,15.7,24
2023-10-02,156,18.9,13.7,24.7
2023-10-03,156,16.9,14.6,19.8
2023-10-04,156,18.3,12.7,24.6
2023-10-05,156,16.7,14.2,20.5
2023-10-06,156,16.7,12.8,21.2
2023-10-07,156,17.5,14.2,20.3
2023-10-08,156,17.9,14.9,22.7
2023-10-09,156,18.7,15.7,23.2
2023-10-10,156,18,14.5,22.5
2023-10-11,156,18.6,13.3,24.3
2023-10-12,156,18.4,13.2,24.2
2023-10-13,156,18.1,13.9,22
2023-10-14,156,17.5,13.2,22.5
2023-10-15,156,17.1,13.2,22.4
2023-10-16,156,15.8,12.4,20.6
2023-10-17,156,14.9,9.4,21.7
2023-10-18,156,16.3,9.3,23.7
2023-10-19,156,17.2,12.1,23.4
2023-10-20,156,13.3,10.8,17.1
2023-10-21,156,12.5,8.5,17.8
2023-10-22,156,12.9,7.3,19
2023-10-23,156,14.9,9.7,21.5
2023-10-24,156,15,9.6,21.1
2023-10-25,156,17.2,11.7,23.7
2023-10-26,156,17.8,13.3,23.5
2023-10-27,156,15.6,12.5,19.8
2023-10-28,156,14.9,9.1,20.9
2023-10-29,156,16,10.4,22.6
2023-10-30,156,16.1,11.2,22.1
2023-10-31,156,15.7,9.6,23.2
2023-11-01,156,18.6,13.1,24.9
2023-11-02,156,19.7,15.1,27
2023-11-03,156,19.4,14.4,25.9
2023-11-04,156,20,16.9,24.8
2023-11-05,156,20.7,18.6,24.2
2023-11-06,156,16.2,12.2,22.5
2023-11-07,156,10.8,6.5,14.8
2023-11-08,156,11.4,3.6,19
2023-11-09,156,15.4,8.6,20.6
2023-11-10,156,8.5,3.2,15.6
2023-11-11,156,5.5,1.8,10.2
2023-11-12,156,5.7,3.5,9.5
2023-11-13,156,5.4,1.6,10
2023-11-14,156,8.2,3.9,13.2
2023-11-15,156,8.7,4.2,15
2023-11-16,156,7.2,5.5,8.3
2023-11-17,156,4.9,0.4,8.4
2023-11-18,156,4.6,-0.8,8
2023-11-19,156,9.2,3,14.6
2023-11-20,156,9,4.6,15.4
2023-11-21,156,8.8,2.3,16.5
2023-11-22,156,11.3,3.9,18.7
2023-11-23,156,13.3,7.1,19
2023-11-24,156,4,0.8,7.3
2023-11-25,156,1.9,-1.8,7.1
2023-11-26,156,5.3,-1.3,11.5
2023-11-27,156,8.9,6.5,12.1
2023-11-28,156,6.4,3.3,9.3
2023-11-29,156,5.5,2.4,8.2
2023-11-30,156,1.2,-1,4.4
2023-12-01,156,1.7,-1,5.2
2023-12-02,156,4.1,-0.1,6.8
2023-12-03,156,5.5,1.7,9.6
2023-12-04,156,4.4,-1.4,9.6
2023-12-05,156,7.6,1.9,15
2023-12-06,156,8.7,3.6,14.7
2023-12-07,156,8.7,4.9,13.5
2023-12-08,156,14.1,6.4,19.9
2023-12-09,156,15.9,12.6,20.2
2023-12-10,156,15.3,11.4,20.3
2023-12-11,156,13.3,12.6,14.3
2023-12-12,156,9.4,8.3,13.2
2023-12-13,156,10.8,6.9,15.3
2023-12-14,156,11.4,10.4,12.1
2023-12-15,156,11,6.8,16.7
2023-12-16,156,0.3,-3,6.8
2023-12-17,156,-4.3,-6.2,-1.7
2023-12-18,156,-2.3,-6.7,1.1
2023-12-19,156,1.7,-1.8,4.3
2023-12-20,156,-1.6,-6.5,2.7
2023-12-21,156,-6.4,-8.1,-3.5
2023-12-22,156,-5.8,-9.6,-1.4
2023-12-23,156,-2.1,-7.3,2.8
2023-12-24,156,0.3,-1.6,3.2
2023-12-25,156,1.2,-1.7,4.7
2023-12-26,156,3.5,-0.7,8.7
2023-12-27,156,4.9,0.9,10.8
2023-12-28,156,3.5,-0.2,9.4
2023-12-29,156,3.2,-0.9,8.7
2023-12-30,156,3.9,-0.7,8
2023-12-31,156,5.9,4.8,8
2024-01-01,156,5.5,1.3,9.3
2024-01-02,156,5.8,3.8,8.3
2024-01-03,156,4,2.1,7.6
2024-01-04,156,3.6,-0.6,8.6
2024-01-05,156,6.9,1.4,12.6
2024-01-06,156,4.4,1.4,8.1
2024-01-07,156,0.8,-2.2,3.7
2024-01-08,156,-0.6,-4.9,4.6
2024-01-09,156,2.2,-2,6.2
2024-01-10,156,2.4,-1.1,6.6
2024-01-11,156,2.4,-2.8,7.5
2024-01-12,156,5.2,1.7,10.3
2024-01-13,156,3.3,-0.9,8.5
2024-01-14,156,5.4,-1,14.7
2024-01-15,156,0.6,-2.6,5.2
2024-01-16,156,2.4,-3.3,8.7
2024-01-17,156,6.4,3,9.7
2024-01-18,156,8.5,7.5,10.1
2024-01-19,156,7.4,5.8,9.2
2024-01-20,156,5.7,4.6,6.9
2024-01-21,156,5,2,8.8
2024-01-22,156,-2.7,-5,2.1
2024-01-23,156,-5.2,-6.7,-3.4
2024-01-24,156,-3.7,-7,-1
2024-01-25,156,-1.7,-5.5,2.4
2024-01-26,156,1.4,-3.5,6.3
2024-01-27,156,2.4,-1,7.5
2024-01-28,156,1.8,-1.4,6.1
2024-01-29,156,1.4,-2.2,5.8
2024-01-30,156,4.2,-2.1,10.7
2024-01-31,156,8.9,3.9,16.1
2024-02-01,156,6.5,4.9,8.7
2024-02-02,156,5.4,2.9,11.1
2024-02-03,156,5.9,2.7,10.5
2024-02-04,156,7.2,4.4,11.7
2024-02-05,156,5.9,4.9,7.3
2024-02-06,156,4.6,3.1,6.4
2024-02-07,156,2.4,-0.6,6.1
2024-02-08,156,1.7,-2.5,6.9
2024-02-09,156,2.3,-1.7,7.7
2024-02-10,156,3.2,-1.8,9.3
2024-02-11,156,3.2,-1.2,9.1
2024-02-12,156,5.8,-0.9,13
2024-02-13,156,10.6,3.4,17.6
2024-02-14,156,13.5,10.6,19
2024-02-15,156,6.4,0.5,12.4
2024-02-16,156,4.2,-1.3,10.9
2024-02-17,156,7.7,0.5,15.8
2024-02-18,156,10.9,4.2,14.9
2024-02-19,156,11.6,5.6,17
2024-02-20,156,6.9,4.9,8.5
2024-02-21,156,7.1,5.1,9
2024-02-22,156,4.5,3.6,5.6
2024-02-23,156,4.1,3.2,5.3
2024-02-24,156,4.2,1.8,8.1
2024-02-25,156,4.1,1.7,6.9
2024-02-26,156,5.5,0.6,12
2024-02-27,156,7,2.4,12.5
2024-02-28,156,8.5,1.7,15.6
2024-02-29,156,6.4,4.1,8.9
2024-03-01,156,-0.9,-3.7,4.2
2024-03-02,156,0.5,-5.4,7.1
2024-03-03,156,6.4,1.6,11.5
2024-03-04,156,8.3,3,13.8
2024-03-05,156,6.9,5.2,8.9
2024-03-06,156,9,4.5,14.7
2024-03-07,156,4.8,2.4,8.3
2024-03-08,156,4.2,1.1,8.7
2024-03-09,156,3.5,-0.7,9.3
2024-03-10,156,5.6,-1.6,14.1
2024-03-11,156,7.2,1.4,12.7
2024-03-12,156,5.3,2.9,9.2
2024-03-13,156,6.5,0.9,14
2024-03-14,156,7.9,1.3,16.4
2024-03-15,156,9.8,1.6,19.6
2024-03-16,156,11.4,2.5,21.9
2024-03-17,156,9.8,4.9,15.1
2024-03-18,156,8.8,1.9,17.7
2024-03-19,156,8.2,4.8,15.2
2024-03-20,156,5.4,2.9,9.7
2024-03-21,156,6.7,0.6,13.9
2024-03-22,156,11.4,3.8,17.9
2024-03-23,156,17.4,13.1,23.5
2024-03-24,156,12.7,11.1,15.8
2024-03-25,156,11,8.7,14.7
2024-03-26,156,8.7,5.9,12.2
2024-03-27,156,10.5,4.9,16
2024-03-28,156,10.5,9.4,11.4
2024-03-29,156,10.9,7,15.6
2024-03-30,156,13.1,4.8,22.6
2024-03-31,156,13.5,6,21
2024-04-01,156,15.4,7.1,24
2024-04-02,156,15.5,10,24.2
2024-04-03,156,14.3,13.4,15.2
2024-04-04,156,14,12.9,15.6
2024-04-05,156,14.3,11.4,20.2
2024-04-06,156,14.2,9.1,20.1
2024-04-07,156,16.8,8.5,24.9
2024-04-08,156,17.5,11.5,23.5
2024-04-09,156,15.8,10.1,23.4
2024-04-10,156,15.4,10.1,21.4
2024-04-11,156,16.1,12.6,20.8
2024-04-12,156,17.4,11.3,25.8
2024-04-13,156,19.5,12.2,27.6
2024-04-14,156,20,13.1,26.1
2024-04-15,156,17.7,14,20.1
2024-04-16,156,15.5,11.5,22.1
2024-04-17,156,15.9,9.1,24.4
2024-04-18,156,17.9,11.2,25.2
2024-04-19,156,19.1,11,27
2024-04-20,156,16.5,12.6,19.4
2024-04-21,156,15.6,14.3,16.9
2024-04-22,156,16.5,14.9,19.5
2024-04-23,156,15.5,11.6,20.3
2024-04-24,156,14,10.5,17.7
2024-04-25,156,16.4,8.1,25.6
2024-04-26,156,17.9,12.7,24.4
2024-04-27,156,19.6,12,28.2
2024-04-28,156,20.9,13,29.5
2024-04-29,156,16.4,14.2,20.6
2024-04-30,156,16.8,13.1,22.4
2024-05-01,156,14.8,12.7,17.6
2024-05-02,156,17,12.4,23.1
2024-05-03,156,19.3,11,27.7
2024-05-04,156,20.3,12.3,27.4
2024-05-05,156,19.1,17.9,20
2024-05-06,156,15.5,14.6,17.9
2024-05-07,156,14.7,13.3,16.3
2024-05-08,156,15.3,10.6,21.1
2024-05-09,156,16.6,10.1,23.3
2024-05-10,156,18.1,10.9,25.8
2024-05-11,156,19.3,16,25.8
2024-05-12,156,17.3,12.2,23.3
2024-05-13,156,18.3,11.8,25.7
2024-05-14,156,19.1,11.8,26.5
2024-05-15,156,14.8,10.4,24.3
2024-05-16,156,15.7,9.5,21.4
2024-05-17,156,19.1,12.9,25.6
2024-05-18,156,21.5,14.4,28.8
2024-05-19,156,21.8,14.6,29.5
2024-05-20,156,21.3,14.2,29.2
2024-05-21,156,21.5,16.1,28.4
2024-05-22,156,22.2,16.9,29
2024-05-23,156,22.9,17.9,30.2
2024-05-24,156,22.3,16,31
2024-05-25,156,22,17.5,27.4
2024-05-26,156,20.8,16.2,24.2
2024-05-27,156,19.4,15.6,24.2
2024-05-28,156,20.6,14.4,26.3
2024-05-29,156,22.1,15.4,29.3
2024-05-30,156,21.5,17.7,26.5
2024-05-31,156,21.1,17.2,27.5
2024-06-01,156,19.5,16.5,24.8
2024-06-02,156,20.7,14.6,27.2
2024-06-03,156,21.7,15,29.5
2024-06-04,156,21.6,16.7,28.6
2024-06-05,156,22.4,18,28.3
2024-06-06,156,22.1,17.9,27.3
2024-06-07,156,22.2,18.2,28.2
2024-06-08,156,20.2,18.5,21.6
2024-06-09,156,22.9,18.3,29
2024-06-10,156,24.6,18.1,31.7
2024-06-11,156,25.1,19.9,32.3
2024-06-12,156,25.5,19.5,32.9
2024-06-13,156,26.7,19.7,36.2
2024-06-14,156,26.4,20.5,32.6
2024-06-15,156,26.2,21.8,32.4
2024-06-16,156,24.6,21.2,30.1
2024-06-17,156,23.2,18.5,28.7
2024-06-18,156,25.8,19,34
2024-06-19,156,27.3,20.2,37.2
2024-06-20,156,23.3,21.7,25.1
2024-06-21,156,26,21.1,32.4
2024-06-22,156,23.6,21.6,24.7
2024-06-23,156,24,22.1,28.4
2024-06-24,156,24.2,21.6,28.5
2024-06-25,156,23.5,19.1,28.7
2024-06-26,156,24.3,18.1,30.7
2024-06-27,156,22,19.8,24.7
2024-06-28,156,25,18.6,31.8
2024-06-29,156,23.9,22.4,26.6
2024-06-30,156,24.1,23.3,25.7
2024-07-01,156,26,22.4,30
2024-07-02,156,27,23.7,31.2
2024-07-03,156,26.9,23.8,31.2
2024-07-04,156,27.5,23.3,32.7
2024-07-05,156,26.7,23.3,31.4
2024-07-06,156,27.4,25.3,30.4
2024-07-07,156,26.8,25.7,28.9
2024-07-08,156,26,25.4,27.6
2024-07-09,156,24.8,23.9,27.1
2024-07-10,156,24.7,23.4,27.9
2024-07-11,156,24,22.2,27.3
2024-07-12,156,25.5,22.4,29.7
2024-07-13,156,25.7,22.4,29.8
2024-07-14,156,24.6,22.8,27.7
